@relation 'CommitMessages'

@attribute Text string
@attribute class-att {negative,positive}

@data
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
